Player Name,Team,Position,Games Played,Total Points
Kenneth Saunders,Texans,WR,7,134.02
Austin Hull,Vikings,K,1,14.13
David Gould,Rams,RB,2,33.86
David Love,Raiders,WR,4,73.11
Nicholas Barnes,Lions,DEF,14,151.44
Roger Oliver,Jets,DEF,14,153.47
Travis Smith,Cardinals,DEF,7,60.22
Robert Richards,Cowboys,WR,12,180.21
Logan Robertson,Patriots,DEF,13,156.43
Lee Holloway,Vikings,RB,12,249.37
Robert Webb,Titans,QB,13,341.12
Mark Johnson,Eagles,TE,10,83.14
Andrew Moore,Buccaneers,RB,4,66.82
William Cunningham,Cowboys,QB,10,279.7
Matthew Daniels,Cardinals,TE,6,56.66
Timothy Moore,Vikings,RB,8,179.63
Eric Bullock,Broncos,QB,11,350.63
Samuel Weaver,Ravens,DEF,8,81.13
Walter Maxwell,Bills,WR,12,240.7
Robert Rubio,Broncos,K,14,67.96
James West,Eagles,RB,4,82.8
Jose Herring,Buccaneers,QB,5,132.11
James Boyle,Cowboys,DEF,1,14.4
Christopher Hall,Raiders,TE,12,124.59
David Short,Patriots,DEF,11,83.7
Brandon Hudson,Colts,QB,5,135.03
Stephen Green,Cowboys,RB,12,248.41
William Reed,Chiefs,TE,14,181.33
Charles Monroe,Titans,K,1,3.15
Victor Martin,Raiders,TE,15,134.08
John Reed,Falcons,TE,10,119.51
Thomas Macdonald,Colts,QB,5,135.47
David Mitchell,Chargers,RB,12,198.91
Terry Leach,Lions,TE,13,118.32
Jacob Mcbride,Browns,K,13,93.13
Shaun Vang,Cowboys,WR,6,121.79
Eric Anderson,Bears,K,10,80.99
Christopher Rodriguez,Chargers,QB,9,233.34
Michael Rhodes,Eagles,QB,14,331.34
Jason Mcclure,Texans,RB,2,39.57
Jon Foster,Patriots,WR,15,286.38
Andrew Garrett,Cowboys,TE,11,111.79
James Bridges,Cardinals,K,16,116.7
John Dickson,Chiefs,DEF,7,54.69
Michael Hanson,Raiders,WR,14,242.3
Terry Browning,Jaguars,DEF,15,128.55
Robert Evans,Packers,TE,8,72.31
Brian Davis,Ravens,K,11,69.3
James Avila,Colts,WR,9,130.09
Mike Jackson,Dolphins,QB,3,79.2
Jeffrey Bradley,Seahawks,QB,3,89.65
Darryl Ortiz,Falcons,TE,10,127.76
Eric Page,Chargers,TE,10,73.85
Tony Ball,Eagles,K,10,34.41
Benjamin Clark,Saints,K,5,34.23
William Williams,Bills,K,1,12.97
Cody Friedman,Buccaneers,RB,4,71.11
Justin Wright,Cowboys,WR,15,232.6
Mark Allen,Jaguars,WR,6,115.35
Peter Conway,49ers,DEF,16,183.98
Joseph Lewis,Raiders,QB,1,27.95
Derrick Jensen,Bills,TE,15,180.2
Norman Russell,Seahawks,WR,3,34.79
Derrick Wilson,Eagles,K,5,35.38
John Baker,Bears,WR,10,160.18
Michael Brown,Saints,DEF,12,79.16
Brian Williams,Packers,K,15,99.56
Allen Rhodes,Rams,K,1,5.47
Johnathan Wallace,Cowboys,QB,4,124.42
Joshua Wilson,Cardinals,DEF,15,171.41
John Larson,Panthers,WR,15,281.19
Michael Lewis,Saints,QB,4,109.06
Benjamin Brown,Chargers,QB,12,313.09
David Rosario,Cardinals,RB,16,336.22
Gary Bryant,Titans,DEF,12,134.56
Ryan Robinson,Redskins,TE,3,28.6
Jason Walker,Rams,RB,14,268.89
Jesse Gomez,Lions,WR,4,76.24
Jeremiah Harris,Broncos,WR,5,87.65
Michael Peters,Titans,RB,11,218.66
Oscar Yang,Jets,DEF,13,146.86
Michael Fitzgerald,Dolphins,WR,6,92.78
Tyler Brown,Panthers,RB,4,89.04
Tracy Grimes,Bengals,K,15,86.33
Eric Wang,Panthers,TE,9,103.73
Michael Ray,Chargers,WR,8,141.22
Steve Harding,Jaguars,QB,10,288.32
Gary Hall,Packers,K,14,105.12
Joshua Fuentes,49ers,K,11,82.25
David Young,Lions,RB,2,25.3
Douglas Lambert,Eagles,TE,5,44.98
Sean Vargas,Chargers,RB,9,198.98
Colin Williamson,Dolphins,RB,6,118.99
Clarence Stevens,Bills,DEF,14,156.46
Joshua Brown,Cardinals,RB,4,80.88
James Cobb,Raiders,QB,8,204.73
Robert Nelson,Seahawks,QB,6,162.08
Michael Smith,Falcons,DEF,10,90.5
Jason Hensley,Dolphins,K,3,30.88
Donald Rangel,Redskins,RB,11,239.33
Alan Roach,Colts,QB,3,78.14
Todd Wright,Colts,WR,15,249.55
Kevin Farley,Raiders,K,7,25.16
Russell Peck,Raiders,QB,13,355.24
Kevin Reilly,Cardinals,DEF,6,73.36
Eric Jones,Texans,QB,6,162.09
Christopher Phillips,Jaguars,RB,10,180.15
Anthony Walters,Vikings,TE,6,69.1
William Bennett,Jaguars,WR,2,38.07
Nicholas Rogers,Redskins,RB,15,274.03
William Sawyer,Vikings,TE,1,15.39
Derek Cole,Bears,K,7,61.85
Michael Holt,49ers,RB,2,45
David Hatfield,Eagles,DEF,11,118.16
Benjamin Landry,Colts,TE,5,54.46
Corey Frazier,Steelers,K,10,90.28
Charles Williams,Bears,QB,12,320.67
Brian Wilson,Bills,WR,8,160
William Carlson,Titans,DEF,1,11.97
Andrew Bishop,Texans,K,7,45.7
Chad Santana,Cowboys,RB,1,10.75
Marcus Butler,Saints,K,12,97.64
Colton Brown,Eagles,DEF,13,171.2
Matthew Nelson,Jaguars,RB,8,172.63
Eduardo Mclean,Bills,TE,14,154.93
Kerry Butler,Giants,DEF,11,83.43
Jonathan Harvey,Seahawks,DEF,1,18.55
Christopher Thomas,Cardinals,RB,9,184.11
Patrick Henson,Seahawks,QB,11,319.18
Michael Soto,Eagles,DEF,4,29.03
Mark Stevenson,49ers,RB,5,87.92
Edward Jones,Packers,QB,12,350.21
Paul Porter,Panthers,TE,11,101.01
James Williams,Jaguars,QB,13,349.75
Thomas Stevenson,Texans,DEF,1,3.02
Richard Travis,Broncos,TE,4,48.76
Tony Johnston,Panthers,RB,14,265.66
Richard Mckenzie,Bills,TE,16,167.19
Brad Turner,Steelers,RB,13,260.89
Michael Gonzalez,Bengals,K,12,94.43
Scott Brown,Raiders,RB,11,208.69
Jeffrey Conley,Chargers,WR,6,82.52
Dennis Smith,Bengals,WR,13,220.44
Matthew Waters,Ravens,WR,12,205.24
Matthew Chen,Bengals,DEF,4,40.99
Luis Hawkins,Vikings,RB,1,23.02
Brent Abbott,Jaguars,TE,10,97.03
Richard Santos,Lions,DEF,13,118.66
Troy Walker,Chiefs,DEF,6,62.76
Mike Hernandez,Eagles,TE,11,102.14
Robert Gray,Buccaneers,WR,7,100.63
Jason Guzman,Falcons,WR,2,31.72
Jack Santos,Packers,DEF,11,103.37
Paul Miller,Seahawks,QB,13,359.59
Christopher Jennings,Cardinals,K,13,80.73
Johnny Duran,Bears,TE,8,88.21
Larry Garcia,Broncos,K,1,7.01
Robert Hurst,Patriots,WR,4,57.69
John Abbott,Eagles,WR,11,206.77
Kristopher Martinez,Chiefs,DEF,14,132.64
Aaron George,Rams,WR,1,25.28
Zachary Phillips,Patriots,WR,1,6.35
Kyle Bishop,Falcons,RB,13,245.48
John Ray,Patriots,K,1,8.11
Joel Adams,Titans,K,5,27.43
Christopher Martin,Colts,QB,6,167
Matthew Huff,Patriots,RB,6,118.52
Lucas Rodriguez,Steelers,WR,3,49.01
Alexander Allen,Buccaneers,WR,13,238.19
James Harrison,Bears,K,11,84.54
Jeffrey Chapman,Cowboys,DEF,4,40.48
Thomas Davis,Lions,K,9,59.97
Richard Simmons,Jets,DEF,11,103.14
Scott Martin,Eagles,DEF,2,12.71
Gregory Mckinney,Dolphins,K,7,27.85
Christian Hale,Redskins,DEF,1,12.91
Jesse Pacheco,Rams,DEF,13,154.29
Eric Macdonald,Bengals,TE,8,70.1
Mark Walker,Eagles,WR,3,41.86
Mark Thomas,Browns,RB,9,182.24
Albert Clark,Jets,QB,11,341.28
Martin Gutierrez,Lions,WR,7,156.63
Brendan Simpson,Steelers,RB,7,155.17
Brendan Cherry,Broncos,WR,7,80.29
Eric Erickson,Bills,K,1,4.79
Kyle Harrison,Bears,RB,6,110.6
Jonathan Scott,Dolphins,RB,6,138.18
Antonio Gonzalez,Jaguars,DEF,9,104.41
David Clark,Rams,QB,8,188.35
William Smith,Giants,TE,8,74.97
Sean Rogers,Buccaneers,DEF,8,80.29
Benjamin Boyd,Steelers,DEF,16,161.05
Pedro Hill,Giants,WR,10,209.83
Juan Trujillo,Rams,K,10,83.76
Steven Davis,Lions,TE,15,178.72
Kyle Wilson,Colts,WR,2,47.51
Jacob Parrish,Broncos,TE,1,5.68
Robert Burton,Redskins,QB,16,450.16
Brandon Bryant,Chargers,TE,8,81.05
Daniel Rocha,Ravens,K,9,75.74
Kevin Evans,Bears,TE,8,95.13
Eric Brewer,Chargers,QB,13,333.26
Joshua Hernandez,Broncos,QB,15,395.01
Cory Barker,Browns,DEF,4,21.07
Shane Johnson,Packers,WR,5,93.7
Hunter Snyder,Broncos,DEF,10,110.99
Michael Thomas,Panthers,K,1,8.26
Michael Bentley,Cowboys,TE,10,77.1
David Porter,Eagles,K,16,121.69
Robert Harrington,Patriots,DEF,1,11.74
Michael Estrada,Broncos,DEF,5,44.32
Tyler Gardner,Saints,DEF,12,124.23
Michael Kramer,Saints,DEF,13,114.48
Mike Robinson,Seahawks,RB,3,62.56
Roger Harris,Patriots,RB,15,311.12
Brian Campbell,Rams,RB,7,132.62
Donald West,Broncos,K,9,89.97
Troy Cisneros,Jets,QB,12,360.43
Alexander Martin,Vikings,RB,10,219.24
Stephen Davis,Eagles,WR,1,22.83
David Salazar,Cowboys,WR,5,102.31
Kyle Carroll,Browns,K,2,7.24
Robert Walker,Cowboys,WR,11,188.07
Aaron Everett,Bills,RB,16,298.05
Scott Stephens,Cowboys,QB,10,262.79
James Murphy,Saints,RB,15,318.68
Brandon Brown,Colts,WR,1,27.01
Christopher Bailey,Colts,QB,14,407.87
Robert Todd,Cardinals,RB,13,232.24
Seth Hudson,Chiefs,WR,13,189.56
Jeffrey Mcgrath,Chargers,TE,14,140.72
Jeffrey Costa,Saints,DEF,16,134.76
Alejandro Edwards,Vikings,TE,2,21.02
Clayton Harris,Seahawks,DEF,14,181.74
Wayne Thornton,Dolphins,WR,8,148.25
Brian Maldonado,Bears,DEF,5,50.27
Jacob Villegas,Packers,K,12,87.88
Duane Martinez,Lions,QB,10,239.75
Erik Davis,Buccaneers,K,15,82.79
Daniel Smith,Lions,QB,7,197.53
Miguel Williams,Raiders,RB,14,244.87
Michael Miller,Ravens,DEF,16,133.95
Kenneth White,Panthers,DEF,3,22.44
Troy Hale,Dolphins,DEF,15,147.83
Allen Wright,Eagles,DEF,13,143.29
Anthony Murphy,Buccaneers,QB,5,145.12
Paul Rhodes,Dolphins,TE,3,45.57
Keith Smith,Saints,K,10,77.32
Stephen Thompson,Seahawks,TE,2,12.26
Mitchell Miller,Jaguars,WR,10,203.75
Jeffrey Case,Ravens,RB,7,131.35
James Weber,Vikings,TE,16,159.79
Steven Evans,Bills,K,1,12.99
Rodney Bailey,Jaguars,QB,9,233.59
Robert Goodman,Eagles,DEF,14,158.16
Kenneth Yates,Broncos,WR,2,22.41
Brandon Thompson,Cardinals,RB,8,163.87
Eric Colon,Packers,DEF,9,122.78
Jason Silva,Panthers,RB,15,332.02
Justin Mclaughlin,Lions,DEF,11,115.32
Dennis Walker,Saints,TE,12,74.91
Charles Anderson,Packers,RB,16,352.91
William Orr,Cardinals,DEF,7,34.02
Jeffrey Collins,Colts,RB,9,175.21
Jacob Williams,Buccaneers,TE,5,62.04
Edward Gray,Chiefs,RB,4,108.92
Steven Deleon,Texans,DEF,13,157.35
Mark Brown,Rams,WR,3,66.63
Robert Morrison,Cowboys,RB,7,137.81
Jordan Peters,Packers,QB,3,86.6
Lucas Thomas,Eagles,TE,3,23.72
Michael Santos,Colts,RB,8,130.52
Alexander Anderson,Chargers,RB,1,26.88
Aaron Moore,Saints,RB,6,115.77
John Boone,49ers,DEF,14,130.98
Michael Ferguson,Falcons,TE,11,110.61
Brandon Wallace,Patriots,QB,16,402.87
Cristian Williams,Chiefs,DEF,11,132.9
Jacob Barber,Rams,RB,10,202.71
Brian Sanchez,Seahawks,DEF,1,12.24
Luis Johnson,Cardinals,RB,7,165.57
Jose Walker,Steelers,TE,8,62
Ryan Hahn,Dolphins,TE,7,56.48
Michael Scott,Chargers,DEF,15,160.92
Steve Hess,Buccaneers,TE,10,103.29
Michael Edwards,Vikings,K,2,14.71
Clayton Cortez,Chiefs,QB,1,23.17
Richard Walker,49ers,TE,8,81.47
Wesley Coleman,Bears,QB,5,142.36
Philip Reed,Titans,QB,11,298.25
Kyle Hogan,Rams,K,6,54.84
Patrick Avila,49ers,K,4,6.58
Ian Chan,Seahawks,DEF,8,63.57
Tanner Ware,Lions,K,5,28.31
Christopher Gray,Cardinals,TE,1,3.37
James Hendrix,Lions,K,12,85.41
William Doyle,Saints,K,1,10.49
Gabriel Conrad,Bears,WR,13,208.8
Joseph Snow,Dolphins,TE,11,129.82
Jose Harrington,Giants,DEF,7,56.38
Joshua Moore,Redskins,K,13,135.1
Richard Rodriguez,Raiders,K,2,5.67
Jeffery Hodges,Falcons,DEF,2,7.44
Maxwell Armstrong,Panthers,DEF,8,52.72
David Clements,Texans,RB,15,304.81
Daniel Banks,Jets,QB,5,140.77
Jonathan Ingram,49ers,WR,14,261.47
Luis Hendricks,Patriots,K,15,84.55
Matthew Conway,Vikings,QB,15,428.35
Jonathan Barton,Chargers,K,1,8.33
David Gray,Bengals,RB,3,52
Douglas Ramirez,Giants,WR,13,226.42
Patrick Baldwin,Raiders,WR,14,216.29
Steve Tran,Broncos,TE,16,154.7
Douglas Blankenship,Jaguars,WR,12,160.02
John Guerrero,Falcons,DEF,6,73.53
Brian Larsen,Bengals,DEF,5,61.29
Patrick Johnson,Texans,QB,9,220.51
Stephen Vasquez,Steelers,K,2,9.02
Michael Smith,Rams,DEF,15,206.2
Paul Stone,Seahawks,QB,2,53.26
Brian Gilbert,Redskins,K,5,39.24
Richard Powell,49ers,RB,9,179.3
John Johnson,Eagles,DEF,7,78.45
Jaime Griffith,Cowboys,WR,11,139.2
Devon Colon,Cowboys,DEF,11,110.57
Spencer Dunn,49ers,QB,8,199.65
Marcus Moss,Bears,DEF,8,75.54
Chad Roberts,Titans,QB,11,316.47
Andrew Young,Lions,K,6,50.43
Alexander Arnold,Cowboys,K,9,51.81
Gregory Roy,Bears,TE,13,125.04
Donald Ashley,Cardinals,DEF,16,175.94
Brian Brown,Packers,QB,2,61.67
Eric Turner,Packers,RB,6,121.32
Robert Adams,Falcons,RB,9,187.85
Mitchell Davis,Eagles,K,12,74.18
Angel Ryan,Vikings,DEF,12,112.1
Devin Richardson,Seahawks,K,14,112.19
Andrew Holmes,Buccaneers,QB,4,137.35
Shane Kent,Eagles,RB,4,81.26
Ethan Reeves,Eagles,WR,10,172.92
Benjamin Kent,Bills,WR,7,129.92
Robert Reed,Seahawks,TE,13,118.84
Jesus Baker,Redskins,K,1,6.61
Jeffrey Steele,Seahawks,K,4,24.81
John Goodwin,Dolphins,DEF,15,166.24
John Perez,Vikings,RB,7,135.21
Charles Mcbride,Cardinals,QB,3,82.16
Benjamin Richmond,Chargers,RB,14,304.63
David Smith,Rams,QB,10,255.49
Michael Sanders,Ravens,K,13,65.94
Michael Goodman,Rams,QB,15,427.61
Phillip Gutierrez,Steelers,DEF,9,85.96
Steven Foley,Cowboys,QB,3,92.29
Roger Myers,Browns,DEF,1,1.86
Paul Baker,Falcons,K,8,58.42
Nicholas Collins,Vikings,RB,4,94.6
Kenneth Caldwell,Cowboys,RB,1,25.5
Charles Shaw,Saints,WR,14,233.8
Joshua Torres,49ers,RB,2,46.47
David Peterson,Vikings,RB,15,255.7
David Shaffer,Steelers,K,7,53.43
Aaron Stevens,Seahawks,RB,14,261.42
Eric Cobb,Seahawks,WR,2,22.46
Kenneth Brooks,Texans,QB,4,111.38
Jacob Hall,Patriots,DEF,15,141.02
Brandon Lawrence,Dolphins,QB,16,450.52
Frederick White,Rams,RB,11,219.29
Jonathan Humphrey,Bears,QB,5,145.55
Zachary King,Ravens,TE,14,128.88
Brent Morgan,Saints,QB,14,392.21
Jesse Taylor,Giants,TE,4,51.46
Edwin Jenkins,Rams,QB,2,64.39
Robert Armstrong,Colts,TE,14,136.92
Kenneth Grimes,Packers,RB,15,296.64
Paul Williamson,Vikings,RB,5,97.19
Richard Peters,Bills,K,14,111.93
Manuel Reese,Browns,TE,13,130.13
Kevin Williams,Steelers,WR,12,207.29
Thomas Peterson,Jaguars,K,3,38.25
Joshua Harper,Browns,RB,6,126.57
Robert Zamora,Bengals,RB,16,306.96
Michael Petty,Broncos,QB,16,490.33
Christopher Rodriguez,Ravens,TE,3,35.79
Brendan Lopez,Titans,WR,4,52.53
Dennis Mejia,Chargers,QB,15,416.41
Timothy Becker,Bills,QB,11,318.28
Randy Duran,Giants,QB,4,132.3
William Graham,Redskins,RB,16,326.11
James Richardson,Colts,TE,14,87.8
William Weber,Broncos,QB,2,63.19
Gabriel Price,Browns,K,11,57.11
Fernando Rowe,Colts,QB,10,284.25
Jerry Patel,Colts,K,5,56.21
Nathaniel Mcpherson,Lions,DEF,3,22.01
Dennis Baker,Raiders,RB,8,174.46
Brett Gonzalez,Seahawks,QB,3,89.44
William Alvarez,Giants,QB,5,159.9
Joshua Johnson,Dolphins,DEF,2,25.02
David Ruiz,Chiefs,DEF,6,57.65
Colton Robles,Packers,K,13,106.17
Mark Stewart,Patriots,QB,4,92.53
Jeffrey Wolfe,Chargers,RB,14,302.69
Jackson Ramos,Browns,DEF,13,117.15
Samuel Brown,Texans,RB,16,298.6
Derek Lewis,Bears,DEF,14,135.2
Alvin Ramos,Cowboys,DEF,8,52.87
Joseph Collins,Panthers,DEF,6,71.54
Warren Nguyen,Titans,QB,14,356.35
Aaron Hodges,Falcons,QB,16,464.88
Joseph Jones,Redskins,DEF,9,95.79
Bradley Lane,Texans,QB,15,410.83
Michael Norris,Lions,TE,5,34.88
Jacob Smith,Eagles,DEF,16,153.76
Jonathan Mcpherson,Rams,K,16,120.18
Tanner Mendez,Ravens,RB,4,91.5
Blake Werner,Raiders,WR,9,203.21
Mark Miller,Seahawks,RB,7,116.54
Jorge Murphy,Rams,WR,6,110.99
Michael Carson,Raiders,K,4,15.72
John Collins,Cardinals,DEF,10,89.01
Jordan Howell,Bengals,K,13,101.28
Andrew Myers,Ravens,QB,16,454.14
Brian Reyes,Packers,K,9,64.62
Michael Green,Bills,DEF,15,124.2
Peter Vasquez,49ers,WR,7,107.61
Charles Santiago,Browns,WR,2,46.78
Robert Rivas,Vikings,QB,6,157.28
Shane Walls,Saints,K,6,23.98
Jerry Perkins,Cardinals,RB,1,23.3
Daniel Powers,Steelers,TE,5,59.7
David Spence,Saints,RB,9,211.38
David Harrell,Steelers,QB,16,421.81
Scott Murray,Chiefs,K,15,88.27
Daniel Parker,Jets,RB,9,181.26
Robert Manning,Buccaneers,RB,14,245.92
Michael Fisher,Lions,DEF,9,129.29
Tyler Lee,Patriots,RB,15,288.35
Gerald Mitchell,Steelers,RB,1,14.6
Ruben Petersen,Titans,K,2,3.57
Alexander Thompson,Colts,TE,5,56.44
David Baker,Eagles,QB,11,267.6
Bradley Walton,Texans,DEF,7,51.34
Travis Johnson,Titans,DEF,4,47.84
Craig Morales,Cardinals,WR,8,174.77
Gregory Johnson,Jets,RB,13,280.72
Joshua Garcia,Rams,WR,6,87.96
Christopher Johnson,Cardinals,DEF,6,59.03
Kevin Johnson,49ers,TE,11,112.87
Eric Lara,49ers,K,11,59.72
Todd Lopez,Bears,RB,9,207.28
Michael Vasquez,Jets,QB,6,177.97
Scott Bailey,Ravens,RB,1,24.21
Stephen Lee,Saints,DEF,10,77.2
Victor Lee,Vikings,RB,15,345.46
Philip Clark,Bears,K,14,122.23
Mark Gonzales,Ravens,RB,12,229.63
Bobby Williams,Chiefs,RB,13,253.11
Bobby Fletcher,Chargers,WR,2,50.69
Chad Gonzalez,Lions,DEF,16,153.25
Jose Montgomery,Colts,WR,14,229.31
Leroy Miller,Buccaneers,K,7,64.94
Todd Matthews,Cowboys,K,3,13
Eric Medina,Cowboys,RB,15,342.76
Jacob Roth,Ravens,RB,4,66.43
Jeffrey Stein,Colts,RB,15,312.34
James Preston,Falcons,K,13,86.63
Gregory Montgomery,Texans,RB,12,252.87
Kenneth Carpenter,Browns,QB,15,403.81
Alexander Villa,Broncos,DEF,3,36.36
Brandon Haynes,Eagles,DEF,5,55.82
Robert Miller,Browns,RB,12,265.01
Mark Torres,Vikings,K,4,21.12
Daniel Walker,Seahawks,DEF,9,98.08
Taylor Cook,Lions,QB,8,249.38
Robert Ortiz,Packers,QB,13,372.97
Adam Williamson,Eagles,WR,14,289.52
Jesse Williams,Texans,WR,10,208.06
Brian Anderson,Bills,K,15,118.99
Brian Wilkins,Ravens,QB,1,39.39
Brandon Fields,Packers,QB,1,16.04
Dean Oneal,Saints,DEF,10,56.02
Richard Harris,Cardinals,TE,7,58.95
Ricardo Rhodes,Rams,DEF,4,28.21
Gerald Castillo,Giants,QB,2,69.34
Anthony Gonzalez,Texans,TE,12,106.52
John Gentry,Cowboys,DEF,5,53.87
Kyle Peck,Jets,QB,7,196.57
Walter Flores,Redskins,QB,6,165.63
Justin Ware,Falcons,DEF,15,133.35
Joshua Nichols,Cowboys,QB,11,298.18
Kenneth Watson,Patriots,K,6,30.28
Nicholas Quinn,49ers,TE,11,101.44
Andrew Deleon,Browns,K,5,31.37
Anthony Bennett,Seahawks,DEF,16,146.21
Tim Heath,Texans,RB,7,141.9
Gregory Johnson,Dolphins,WR,14,244.62
Benjamin Fitzgerald,Redskins,WR,3,54.71
Joshua Burns,Cowboys,WR,8,153.34
John Owen,Seahawks,WR,3,52.14
Bradley Wood,Redskins,K,6,34.94
Anthony Hoffman,Giants,QB,12,379.86
Mark Greer,Raiders,RB,8,188.58
Michael May,Panthers,K,1,0.21
James Lawrence,Redskins,WR,9,132.78
John Woods,Giants,K,13,76.11
Andrew Hunt,Bengals,QB,4,108.03
Gary Morgan,Bills,DEF,12,85.66
Robert Oliver,Panthers,QB,13,382.85
Timothy Armstrong,Rams,WR,8,146
Daniel Ryan,Falcons,K,4,49.47
Angel Hays,Eagles,WR,14,223.16
Dustin Madden,Chiefs,DEF,7,53.45
Eugene Castillo,Ravens,QB,12,313.2
Anthony Mejia,Broncos,DEF,4,53.32
Michael Campbell,Cardinals,WR,10,185.72
Stuart Morgan,Vikings,K,8,58.28
Mark Ritter,Buccaneers,WR,16,282.57
Frederick Sharp,Cowboys,DEF,14,132.95
Ryan Fuller,Bears,WR,15,254.16
Sean Harrington,Steelers,WR,12,220.87
Aaron Owen,Cowboys,DEF,14,153.5
Tony Richards,Jets,WR,12,215.69
Christopher West,Steelers,K,15,94.72
Samuel Wright,Redskins,TE,12,101.86
Gary Torres,Vikings,WR,4,77.01
Terry Parker,Bills,QB,3,78.69
Eddie Howell,Patriots,RB,8,176.5
Francisco Collins,Buccaneers,DEF,5,61.15
Nicholas Griffin,Saints,RB,3,36.61
Robert Ali,Bengals,RB,15,284.79
Kyle Garcia,Jets,TE,12,116.43
Michael Green,Chiefs,RB,16,332.99
Robert Santos,Bengals,TE,16,150.71
Jason Williams,Raiders,DEF,7,63.86
Daniel Taylor,Cardinals,RB,3,53.72
Jeffrey Klein,Cardinals,TE,2,4.38
Timothy Woodward,Browns,DEF,14,159.05
William Adams,Bengals,WR,3,57.61
Jeremy Sanders,Jets,TE,16,174.47
Daniel Wyatt,Bears,TE,15,187.76
Kelly Byrd,Jets,QB,7,208.64
Sean Bryan,49ers,QB,13,331.66
Michael Montgomery,Bengals,DEF,6,43.14
Kevin Walker,Rams,TE,15,149.51
Zachary Scott,Texans,K,4,26.19
Troy Russo,Eagles,QB,16,441.41
Sean Young,Cardinals,DEF,13,109.66
Christopher Cherry,Vikings,DEF,1,4.71
Patrick Rangel,Jets,QB,11,270.09
Joseph Wyatt,Rams,TE,8,60.96
Stephen Franco,Jets,DEF,10,88.13
Samuel Wilson,Bears,DEF,4,36.97
Nicholas Lane,Rams,WR,6,115.69
Richard Young,Colts,K,4,37.75
Lee Watson,49ers,QB,8,233.33
Joseph Harmon,Buccaneers,QB,4,91.11
Justin Webb,Colts,K,12,90.64
Pedro Oneal,Dolphins,QB,10,281.48
Stephen Johnson,Buccaneers,TE,12,120.47
George Smith,Bengals,WR,10,206.3
Dustin Gonzalez,Packers,RB,4,85.64
Bryan Boyd,Cowboys,RB,4,70.56
Gary Harris,Jets,DEF,13,131.27
Tyler Graham,Jets,K,11,101.24
Todd Smith,Panthers,DEF,16,222.57
Charles Travis,Titans,WR,1,7.04
Billy White,Lions,DEF,15,166.04
Carlos Campbell,Patriots,WR,16,263.08
Roger Smith,Seahawks,RB,1,15.62
George Bell,Vikings,WR,3,47.44
Eric Peters,Steelers,K,5,48.78
Marcus Parker,Seahawks,RB,9,139.81
Kevin Hamilton,Packers,QB,4,116.01
Garrett Morgan,Raiders,TE,12,131.2
Michael Lopez,Colts,TE,8,91.44
John Taylor,Giants,DEF,16,164.76
Timothy Gibbs,Jaguars,TE,8,99.7
William Valdez,Ravens,K,1,14.44
Daniel Gomez,Jaguars,QB,8,245.15
James Johnson,Browns,RB,1,20.13
Charles Carter,Bills,RB,1,21
Jeffrey Andrade,Saints,QB,10,274.06
Tony Stephens,Saints,QB,10,309.68
Ian Patterson,Packers,WR,15,270.69
Jamie French,Falcons,TE,14,150.79
Clayton Watts,Jaguars,DEF,2,15.22
Brandon Craig,Cardinals,WR,4,77.5
Joshua Brown,Chiefs,K,12,99.67
Roberto Fuentes,Bengals,QB,4,100.96
Andrew Williams,Chargers,QB,6,167.35
Robert Rowe,Lions,DEF,8,88.86
Jimmy Baldwin,Saints,QB,6,178.68
Adam Sharp,Falcons,TE,3,27.81
Keith Hayden,Ravens,WR,3,50.06
Andrew Walters,Bills,DEF,16,164.17
Anthony Reid,Rams,WR,5,85.64
Cristian Luna,Chiefs,TE,13,165.84
Robert Rodriguez,Cardinals,K,8,58.8
Travis Williams,Cowboys,K,2,13.29
Peter Allen,Giants,QB,5,157.51
Matthew Best,Titans,QB,5,152.3
Alan Huang,Vikings,TE,5,53.82
John Fuentes,Seahawks,WR,2,48.3
Chad Allen,Colts,QB,1,19.31
Andrew Clark,Colts,DEF,4,22.17
Shawn Mckenzie,Browns,WR,13,215.75
Ethan Powers,Cowboys,K,2,12.45
Stephen Johnson,Rams,QB,4,117.74
Anthony Hunter,Bears,TE,16,141.71
Brian Perkins,Seahawks,DEF,14,154.53
William Perez,Giants,TE,6,57.62
David Brock,Redskins,DEF,7,79.87
Jacob Miller,Bears,DEF,10,116.76
Craig Garner,Chiefs,TE,12,129.19
Stephen Singh,Redskins,K,4,36.35
Charles Daniels,Colts,WR,6,123.07
Jason Elliott,Buccaneers,DEF,10,97.67
John Powell,Jaguars,WR,10,209.63
Kevin Taylor,49ers,TE,11,123.65
James Walker,Dolphins,DEF,2,10.08
Gerald Pugh,49ers,RB,16,296.99
Allen Richardson,Redskins,TE,16,189.9
Kyle Velazquez,Jets,DEF,15,192.83
Charles Adams,Dolphins,DEF,15,105.36
Mark May,Jaguars,K,16,147.65
Scott Johnston,Texans,K,8,65.93
Raymond Smith,Seahawks,DEF,7,49.72
Kevin Fisher,Giants,WR,15,286.93
Andrew Rosario,Cardinals,QB,12,327.58
Timothy Lewis,Saints,WR,15,284.32
Michael Mendoza,Panthers,K,8,54.17
Barry Browning,49ers,QB,3,85.71
Michael Chapman,Jets,K,5,24.47
Charles Ayala,Giants,DEF,4,34.49
Charles Davis,Vikings,QB,4,94.35
Joseph Stein,Jets,DEF,7,68.22
Steve Keller,Packers,WR,1,24.54
